Group	Strains	Similarity	Accession	Genus_Species	Taxon
D5	D509014	99.56	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509015	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509016	99.87	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509017	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509018	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509019	99.55	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D509020	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D5	D509021	99.61	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509022	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509024	99.60	MF164482	Shewanella carassii	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509026	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D5	D509027	99.61	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D509028	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509029	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509030	99.47	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509031	99.60	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509032	98.69	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509033	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509035	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509036	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509038	99.35	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D509039	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D509040	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D510014	99.74	JRHC01000015	Draconibacterium sediminis	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D510015	99.34	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D510016	99.74	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D510017	99.47	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D510018	99.87	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D510021	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D510022	99.34	MF164482	Shewanella carassii	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D510023	96.69	CP006718	Vibrio alginolyticus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D510024	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D5	D511010	99.35	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D511014	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D511016	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D512003	99.22	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D512006	99.22	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D512008	99.74	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D512009	99.47	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D512010	99.21	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D512011	99.60	MF164482	Shewanella carassii	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D512012	99.21	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D512013	99.24	ATWU01000093	Vibrio natriegens	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D512019	99.74	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D512020	99.61	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D513001	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D513002	99.60	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D513003	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D513006	99.35	ATWU01000093	Vibrio natriegens	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D513012	99.47	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D513013	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D513016	99.87	LHPJ01000025	Vibrio nereis	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D513017	98.41	HG932573	Halarcobacter ebronensis	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D513018	99.61	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D513020	99.73	LHPJ01000025	Vibrio nereis	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D514001	99.47	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D514008	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D515001	98.68	EU399548	Marinobacterium maritimum	Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
D5	D515002	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D5	D515005	98.95	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D5	D515006	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D5	D515009	99.48	ATWU01000093	Vibrio natriegens	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D515010	99.22	BBQD01000032	Vibrio parahaemolyticus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D515011	99.61	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D515013	98.95	BAZX01000063	Marinifilum fragile	Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae
D5	D515015	99.87	ATWU01000093	Vibrio natriegens	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D515016	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D5	D515022	99.48	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D515023	99.21	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D515024	99.48	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D516002	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D516004	99.87	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D516006	99.21	BBQD01000032	Vibrio parahaemolyticus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D516007	99.87	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D516009	99.22	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D516011	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D516012	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D516018	99.87	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D516019	99.09	JRHC01000015	Draconibacterium sediminis	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D516023	99.87	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D516024	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D5	D516025	99.74	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D516027	99.87	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D516031	99.74	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D516032	98.96	LHPJ01000025	Vibrio nereis	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D516034	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D516035	99.74	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D516036	98.81	LHPJ01000025	Vibrio nereis	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D516037	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D517001	99.47	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D517002	99.34	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D517003	99.47	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D517004	99.08	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D517005	99.23	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D517006	99.47	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D517008	99.34	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D517010	99.73	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D517011	99.47	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D517012	99.47	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D517015	99.87	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D517017	99.87	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D517018	99.48	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D517019	99.48	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D517020	99.61	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D517023	99.35	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518001	99.61	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518002	99.61	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518007	99.60	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518008	99.61	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518011	99.74	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518012	99.61	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518013	99.47	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518017	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D518018	99.61	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D518019	99.34	FJ573217	Halarcobacter bivalviorum	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D518020	100.00	AF513455	Malaciobacter halophilus	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D518021	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D518022	100.00	AF513455	Malaciobacter halophilus	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D518023	99.61	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518024	99.74	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518025	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D518027	99.34	FJ573217	Halarcobacter bivalviorum	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D518028	100.00	AF513455	Malaciobacter halophilus	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D518030	99.60	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518031	100.00	CP007451	Draconibacterium orientale	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D518032	100.00	AF513455	Malaciobacter halophilus	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D518034	99.74	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518036	99.61	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518039	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D518040	99.47	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518042	99.74	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D518043	99.47	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D519001	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D519002	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D519008	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D5	D519012	99.61	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D519014	99.61	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D519016	99.74	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D519017	99.61	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D519018	99.74	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D519019	99.35	KP214057	Mangrovibacterium marinum	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D519020	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D5	D519023	99.87	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D520015	99.87	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D520019	99.87	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D520021	99.87	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D520024	99.61	BATL01000140	Vibrio azureus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D520029	99.35	ATWU01000093	Vibrio natriegens	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D520030	99.87	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D5	D520031	99.08	CP006718	Vibrio alginolyticus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D520032	99.87	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D520033	100.00	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D520034	99.87	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D520035	99.87	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D520038	99.61	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D520039	100.00	AM072764	Exiguobacterium mexicanum	Firmicutes;Bacilli;Bacillales;Exiguobacterium_f;Exiguobacterium;Exiguobacterium mexicanum
D5	D520041	99.61	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D520042	99.34	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D520043	99.21	FJ573217	Halarcobacter bivalviorum	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D520044	99.08	CP006718	Vibrio alginolyticus	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D520047	99.61	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D520048	100.00	jgi.1058078	Cohaesibacter marisflavi	Proteobacteria;Alphaproteobacteria;Rhizobiales;Cohaesibacteraceae
D5	D520050	99.61	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D520051	99.34	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D501006A	99.48	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D501006B	99.35	FJ573217	Halarcobacter bivalviorum	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D501007A	99.61	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D501007B	99.35	FJ573217	Halarcobacter bivalviorum	Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae
D5	D501009A	99.35	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D501013A	99.74	ATWU01000093	Vibrio natriegens	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D501015A	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D501019A	98.95	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D501025A	98.82	HM016084	Shewanella indica	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D502008A	100.00	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D502008B	99.87	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D502017B	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D502021B	99.74	LHPJ01000025	Vibrio nereis	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D502028B	99.61	FM210033	Shewanella chilikensis	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
D5	D503002B	99.35	jgi.1076234	Sunxiuqinia elliptica	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae
D5	D503003B	99.35	HE582778	Catenococcus thiocycli	Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae
D5	D503004B	100.00	GQ260190	Shewanella upenei	Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae
